order_id,customer_id,order_date,product_id,quantity,unit_price,discount
O0913,C0752,04-20-2025,P006,1.0,2000.0,0.0
O0914,C0997,2025-04-28,P015,4.0,2500.0,0.0
O0915,C0232,05-02-2025,P014,4.0,12000.0,0.0
O0916,C0684,2025-05-23,P020,1.0,2000.0,0.15
O0917,C0765,2025-05-01,P015,3.0,4000.0,0.05
O0918,C0875,2025-02-21,P014,1.0,4000.0,
O0919,C0436,04-06-2025,P005,,12000.0,0.0
O0920,C0313,2025-03-23,P006,1.0,2000.0,0.0
O0921,C0336,2025-03-26,P017,,2500.0,0.0
O0922,C0735,2025-04-09,P011,3.0,2500.0,0.0
O0923,C0843,2025-06-08,P016,1.0,5000.0,0.0
O0924,C0188,05-21-2025,P012,1.0,2500.0,0.1
O0925,C0383,2025-05-04,P015,,2000.0,0.2
O0926,C0930,2025-05-24,P004,4.0,12000.0,
O0927,C0832,17/04/2025,P018,1.0,5000.0,0.0
O0928,C9901,08/02/2025,P003,2.0,12000.0,0.15
O0929,C0778,2025-03-17,P008,1.0,2500.0,0.0
O0930,C0406,2025-01-14,P003,1.0,2000.0,0.0
O0931,C0609,2025-04-13,P008,1.0,2000.0,0.15
O0932,C0682,2025-01-30,P018,1.0,12000.0,0.05
O0933,C0081,2025-03-08,P010,3.0,2000.0,0.0
O0934,C0562,2025-03-31,P020,1.0,5000.0,0.0
O0935,C0732,26/01/2025,P017,3.0,12000.0,0.0
O0936,C0173,2025-02-01,P008,1.0,2000.0,0.1
O0937,C0805,20/06/2025,P011,1.0,5000.0,0.05
O0938,C0602,2025-05-31,P005,1.0,2500.0,
O0939,C0982,06/02/2025,P013,1.0,12000.0,0.0
O0940,C0044,2025-03-18,P005,1.0,2000.0,0.0
O0941,C0274,2025-03-11,P013,1.0,4000.0,0.05
O0942,C0621,2025-03-17,P006,2.0,4000.0,0.05
O0943,C0306,2025-04-08,P005,1.0,5000.0,0.0
O0944,C0737,"Jun 11, 2025",P009,1.0,5000.0,0.1
O0945,C0783,2025-02-19,P016,1.0,2500.0,0.15
O0946,C0106,2025-04-21,P002,4.0,12000.0,0.2
O0947,C0530,2025-04-13,P001,5.0,2500.0,0.15
O0948,C0525,2025-03-18,P008,1.0,,0.15
O0949,C0381,2025-04-12,P019,1.0,12000.0,0.05
O0950,C0962,2025-01-28,P011,1.0,12000.0,0.15
O0951,C0854,04-05-2025,P012,-1.0,2000.0,0.0
O0952,C0719,2025-05-30,P012,1.0,,0.0
O0953,C0737,2025-05-25,P007,1.0,2500.0,0.0
O0954,C0476,2025-04-07,P013,1.0,4000.0,0.05
O0955,C0950,2025-03-12,P008,1.0,2000.0,0.0
O0956,C0717,2025-01-23,P009,1.0,5000.0,
O0957,C0752,2025-03-09,P007,3.0,,0.0
O0958,C0889,2025-01-18,P015,1.0,,0.0
O0959,C0283,2025-06-16,P002,2.0,5000.0,0.05
O0960,C0833,2025-05-28,P020,1.0,12000.0,0.0
O0961,C0202,2025-02-01,P012,1.0,5000.0,0.0
O0962,C0357,01-14-2025,P001,5.0,12000.0,0.0
O0963,C0346,2025-06-23,P008,1.0,2500.0,0.05
O0964,C8888,2025-03-17,P005,3.0,12000.0,0.0
O0965,C0884,15/05/2025,P015,1.0,5000.0,0.1
O0966,C0723,2025-01-31,P001,1.0,12000.0,0.1
O0967,C0750,2025-05-21,P001,-1.0,,0.0
O0968,C0580,06-14-2025,P010,1.0,2000.0,0.0
O0969,C0977,,P010,4.0,4000.0,0.0
O0970,C0512,2025-06-02,P015,1.0,5000.0,0.1
O0971,C0393,02-26-2025,P017,4.0,,0.0
O0972,C0169,2025-04-20,P006,1.0,2500.0,0.0
O0973,C0811,2025-02-12,P003,1.0,12000.0,0.1
O0974,C0758,"Apr 27, 2025",P013,3.0,5000.0,0.05
O0975,C0397,02-10-2025,P016,5.0,5000.0,0.0
O0976,C0026,2025-03-15,P008,5.0,5000.0,0.0
O0977,C0865,2025-04-28,P015,3.0,4000.0,0.2
O0978,C0012,02/04/2025,P017,4.0,2500.0,0.15
O0979,C0726,2025-04-09,P017,1.0,4000.0,0.1
O0980,C9999,24/02/2025,P013,1.0,2500.0,0.05
O0981,C0452,2025-06-13,P017,1.0,4000.0,0.05
O0982,C0243,2025-03-29,P006,1.0,2000.0,
O0983,C0727,2025-05-12,P017,1.0,2000.0,
O0984,C0843,2025-02-14,P016,1.0,5000.0,0.0
O0985,C0564,2025-02-15,P014,1.0,12000.0,0.15
O0986,C0997,05-14-2025,P013,2.0,2000.0,0.0
O0987,C0054,2025-05-17,P006,1.0,5000.0,0.0
O0988,C0521,2025-04-03,P003,1.0,12000.0,0.1
O0989,C0741,2025-03-27,P014,1.0,4000.0,0.0
O0990,C0890,,P014,3.0,,0.2
O0991,C0185,2025-06-02,P015,2.0,4000.0,0.0
O0992,C0825,2025-05-09,P008,2.0,2500.0,0.05
O0993,C0570,2025-02-17,P015,1.0,4000.0,0.2
O0994,C0409,2025-04-07,P013,1.0,2000.0,0.2
O0995,C0136,2025-05-04,P017,1.0,4000.0,0.0
O0996,C0893,2025-04-03,P003,1.0,2500.0,0.0
O0997,C0163,2025-03-26,P006,1.0,4000.0,0.05
O0998,C0320,2025-01-10,P005,1.0,2000.0,0.0
O0999,C0300,2025-05-26,P017,1.0,2000.0,
O1000,C0899,2025-02-20,P002,-1.0,4000.0,0.2
O0011,C0035,03-13-2025,P018,1.0,12000.0,
O0012,C0065,2025-03-06,P020,2.0,2000.0,0.15
O0013,C0935,2025-05-15,P016,5.0,12000.0,0.15
O0014,C0144,2025-01-21,P008,2.0,2000.0,0.0
O0015,C0549,2025-06-08,P001,1.0,5000.0,0.1
O0016,C0424,2025-01-27,P017,1.0,5000.0,0.0
O0017,C0359,2025-05-16,P012,2.0,2500.0,0.0
O0018,C0928,05-01-2025,P011,1.0,2500.0,0.0
O0019,C0023,2025-02-24,P005,3.0,2500.0,0.05
O0020,C0685,23/04/2025,P012,3.0,2000.0,0.05
O0021,C0994,02/06/2025,P017,2.0,2500.0,0.05
O0022,C0578,2025-05-30,P006,1.0,5000.0,0.0
O0023,C0966,2025-06-24,P001,1.0,12000.0,0.0
O0024,C0054,2025-01-17,P005,1.0,12000.0,0.1
O0025,C0432,2025-02-12,P014,1.0,2000.0,0.0
O0026,C0269,2025-04-01,P005,1.0,12000.0,0.1
O0027,C0754,2025-06-21,P001,2.0,5000.0,0.0
O0028,C8888,2025-02-13,P018,2.0,4000.0,0.15
O0029,C0265,2025-01-17,P016,1.0,2500.0,0.05
O0030,C0675,2025-06-21,P009,1.0,12000.0,0.0
O0031,C0205,2025-03-28,P019,1.0,5000.0,0.0
O0032,C0583,2025-06-12,P005,1.0,5000.0,0.05
O0033,C0479,2025-04-16,P002,3.0,12000.0,0.15
O0034,C9999,2025-02-15,P015,1.0,12000.0,0.0
O0035,C0628,2025-06-04,P007,1.0,2000.0,0.0
O0036,C0361,2025-06-28,P004,1.0,2000.0,0.15
O0037,C0118,2025-03-07,P001,4.0,2000.0,0.1
O0038,C0156,,P013,2.0,12000.0,0.0
O0039,C0233,2025-01-17,P020,1.0,2500.0,0.05
O0040,C0259,2025-01-11,P007,1.0,12000.0,0.0
