event_id,customer_id,event_time,event_name,device,channel
E0783,C0712,2025-01-09 02:40:37,begin_checkout,Desktop,Email Marketing
E0784,C0530,2025-01-01 23:26:26,product_view,Mobile,nan
E0785,C0671,2025-04-22 05:03:43,add_to_cart,Mobile,Facebook
E0786,C0918,2025-04-26 20:36:47,product_view,Desktop,Direct
E0787,C0455,2025-03-18 12:33:13,purchase,Desktop,Google Search
E0788,C0930,2025-04-15 07:18:35,product_view,Mobile,Instagram
E0789,C0774,17/04/2025 07:39 AM,add_to_cart,Mobile,Google Search
E0790,C0504,2025-01-17 12:43:11,add_to_cart,Mobile,Google Search
E0791,C0622,2025-03-01 03:57:49,product_view,Desktop,Facebook
E0792,C0336,10/02/2025 06:55 PM,product_view,Mobile,Instagram
E0793,C9901,2025-05-26 07:18:53,product_view,Desktop,Google Search
E0794,C0688,2025-05-24 23:18:59,product_view,Mobile,Google Search
E0795,C0046,2025-06-25 10:49:52,begin_checkout,Mobile,nan
E0796,C0337,2025-05-21 23:06:47,begin_checkout,Tablet,Google Search
E0797,C0643,2025-03-08 18:27:53,product_view,Mobile,Facebook
E0798,C0059,2025-02-11 02:45:56,add_to_cart,Mobile,Facebook
E0799,C0025,22/03/2025 03:06 AM,add_to_cart,Mobile,Instagram
E0800,C0464,2025-06-25 20:31:57,begin_checkout,Mobile,Google Search
E0801,C0343,2025-05-06 10:15:32,product_view,Mobile,Email Marketing
E0802,C0452,,product_view,Mobile,Google Search
E0803,C0271,2025-04-10 12:40:07,product_view,Mobile,nan
E0804,C0170,2025-01-28 15:53:20,add_to_cart,Mobile,Instagram
E0805,C0711,2025-02-01 06:06:06,product_view,Desktop,Instagram
E0806,C0531,2025.02.05 - 17:28,product_view,Desktop,Email Marketing
E0807,C0207,2025-02-12 20:56:47,product_view,Mobile,Direct
E0808,C0330,2025-04-30 18:53:31,add_to_cart,Desktop,nan
E0809,C0611,2025-06-12 02:12:33,product_view,Mobile,Facebook
E0810,C0075,2025-02-19 01:51:43,product_view,Mobile,Email Marketing
E0811,C0153,2025-02-07 17:37:32,product_view,Mobile,Direct
E0812,C0076,2025-01-23 06:10:47,product_view,Mobile,Direct
E0813,C0838,2025-02-05 05:11:22,add_to_cart,Mobile,Google Search
E0814,C0776,2025.05.11 - 06:59,product_view,Mobile,Google Search
E0815,C0777,2025-06-05 06:41:09,product_view,Mobile,Email Marketing
E0816,C0739,2025-04-21 03:46:31,add_to_cart,Tablet,Google Search
E0817,C0691,2025-06-15 11:46:41,product_view,Mobile,Google Search
E0818,C0492,2025.01.11 - 13:28,product_view,Desktop,Google Search
E0819,C0663,2025-06-15 07:45:15,purchase,Desktop,Google Search
E0820,C0040,2025-05-26 20:06:30,product_view,Mobile,Google Search
E0821,C0641,2025-04-17 13:49:53,product_view,Mobile,Instagram
E0822,C0802,2025.03.31 - 13:39,product_view,Mobile,Direct
E0823,C0516,2025-05-06 04:24:03,add_to_cart,Mobile,Google Search
E0824,C0369,,add_to_cart,Mobile,Google Search
E0825,C0287,2025-01-15 04:52:42,add_to_cart,Desktop,Instagram
E0826,C0663,2025-02-26 10:32:22,add_to_cart,Mobile,Instagram
E0827,C0715,2025.05.11 - 10:16,product_view,Mobile,Instagram
E0828,C0898,2025-01-14 01:55:59,product_view,Desktop,Facebook
E0829,C0353,2025-02-18 16:17:20,begin_checkout,Desktop,Instagram
E0830,C0794,2025-01-20 01:39:22,purchase,Mobile,Email Marketing
E0831,C0579,2025-02-08 08:01:57,product_view,Desktop,Instagram
E0832,C0911,,add_to_cart,Mobile,Instagram
E0833,C0545,2025-04-23 17:46:18,product_view,Mobile,Instagram
E0834,C0534,2025-04-05 14:28:18,product_view,Mobile,Instagram
E0835,C0596,2025-03-06 05:52:37,product_view,Mobile,Facebook
E0836,C0773,2025.03.11 - 08:23,product_view,Tablet,Direct
E0837,C0995,2025-01-25 21:31:33,add_to_cart,Mobile,Facebook
E0838,C0076,2025-05-11 08:27:50,add_to_cart,Mobile,Instagram
E0839,C0056,2025-05-08 06:43:31,product_view,Mobile,Instagram
E0840,C0967,2025-02-15 13:00:08,product_view,Mobile,Google Search
E0841,C0547,2025-01-20 10:14:37,begin_checkout,Mobile,nan
E0842,C0634,2025-02-25 08:50:07,product_view,Mobile,Instagram
E0843,C0498,2025-05-01 07:09:10,add_to_cart,Desktop,Facebook
E0844,C0097,,product_view,Mobile,Google Search
E0845,C0792,,add_to_cart,Mobile,Instagram
E0846,C0771,2025-02-07 13:46:07,product_view,Mobile,Google Search
E0847,C0322,2025-03-03 16:59:23,product_view,Mobile,Instagram
E0848,C0316,2025-04-05 08:16:38,product_view,Mobile,Direct
E0849,C0864,2025-03-29 12:09:44,product_view,Desktop,Instagram
E0850,C0075,,product_view,nan,Facebook
E0851,C0909,,add_to_cart,Mobile,Instagram
E0852,C0265,2025.05.09 - 01:07,product_view,Mobile,nan
E0853,C0612,2025.03.01 - 08:33,product_view,Desktop,Instagram
E0854,C0965,2025-05-15 15:44:56,add_to_cart,Mobile,Direct
E0855,C0700,2025-04-24 10:25:45,add_to_cart,Mobile,Direct
E0856,C0428,2025-01-30 14:12:43,nan,Mobile,nan
E0857,C0711,2025-04-20 19:39:48,add_to_cart,Desktop,Google Search
E0858,C0355,2025-04-21 01:46:04,product_view,Mobile,Facebook
E0859,C0286,2025-03-12 18:39:45,add_to_cart,Desktop,Google Search
E0860,UNKNOWN,2025-06-06 20:09:13,purchase,Desktop,Instagram
E0861,C0775,03/03/2025 10:13 AM,begin_checkout,Mobile,Google Search
E0862,C0665,2025-03-25 04:03:25,product_view,Desktop,Instagram
E0863,C0367,2025-02-02 17:55:01,product_view,Desktop,nan
E0864,C0051,2025-01-01 22:31:05,product_view,Mobile,Instagram
E0865,C0033,2025-03-02 19:41:12,add_to_cart,Mobile,Google Search
E0866,C0572,2025-02-17 19:15:33,begin_checkout,Mobile,Facebook
E0867,C0786,2025-06-02 13:26:29,add_to_cart,Mobile,Google Search
E0868,C0554,2025-02-13 00:23:04,product_view,Mobile,Facebook
E0869,C0867,2025-05-19 07:05:18,begin_checkout,Mobile,Instagram
E0870,C0035,2025-05-24 15:47:36,begin_checkout,Mobile,Google Search
E0871,C0379,2025-05-05 10:31:26,product_view,Desktop,Instagram
E0872,C0245,2025-03-26 16:29:07,add_to_cart,Mobile,nan
E0873,C0462,2025-02-23 17:25:17,product_view,Mobile,Facebook
E0874,C0075,2025-06-13 03:11:47,purchase,Mobile,nan
E0875,C0984,2025-03-11 19:19:34,begin_checkout,Mobile,Instagram
E0876,C0231,2025.01.27 - 01:54,add_to_cart,Mobile,Instagram
E0877,C0951,2025.05.12 - 23:04,add_to_cart,Mobile,Instagram
E0878,C0440,2025-05-23 07:54:02,purchase,Mobile,Instagram
E0879,C9901,2025.03.06 - 09:11,add_to_cart,Desktop,Instagram
E0880,C0572,20/06/2025 11:14 AM,product_view,Desktop,Facebook
E0881,C0960,2025-04-04 04:44:51,begin_checkout,Mobile,Instagram
E0882,C0006,2025-03-31 21:01:47,product_view,Desktop,Google Search
E0883,C0772,2025-03-28 11:31:06,product_view,Desktop,Direct
E0884,C0931,2025-03-11 15:51:25,purchase,Mobile,Facebook
E0885,C0145,2025-05-31 10:40:32,begin_checkout,nan,Google Search
E0886,C0100,2025-03-01 07:36:06,product_view,Desktop,Google Search
E0887,C0438,2025-04-05 13:27:04,product_view,Mobile,Google Search
E0888,C0963,18/04/2025 02:58 AM,product_view,Mobile,Instagram
E0889,C0560,2025-01-22 03:11:48,product_view,Mobile,Facebook
E0890,C0544,2025-02-04 03:08:53,product_view,Mobile,Google Search
E0891,C0146,2025-05-06 08:29:18,begin_checkout,Desktop,Direct
E0892,C0001,,product_view,Mobile,Facebook
E0893,C0836,,product_view,Desktop,Facebook
E0894,C0091,2025-06-13 11:02:22,product_view,Desktop,Google Search
E0895,C0654,2025-02-24 11:45:54,nan,Desktop,Instagram
E0896,C0943,16/06/2025 05:53 PM,product_view,Desktop,Facebook
E0897,C0216,2025-06-10 11:30:24,product_view,Mobile,Google Search
E0898,C0686,2025-01-28 04:27:18,product_view,Mobile,Instagram
E0899,C0082,2025-06-23 01:44:42,add_to_cart,Desktop,Instagram
E0900,C0623,2025-04-15 14:08:31,add_to_cart,Mobile,Instagram
E0901,C0170,2025-02-08 03:26:20,product_view,Mobile,Facebook
E0902,C0759,2025-02-21 02:45:44,product_view,Desktop,Instagram
E0903,C0311,,product_view,Desktop,Google Search
E0904,C0478,2025-06-22 02:37:27,add_to_cart,Mobile,Google Search
E0905,C0618,2025-05-02 16:15:20,add_to_cart,Desktop,Google Search
E0906,C0177,2025-01-15 20:20:25,product_view,Desktop,Direct
E0907,C0765,2025-05-22 06:02:52,product_view,Mobile,Direct
E0908,C0313,2025-01-15 15:23:21,product_view,Mobile,Google Search
E0909,C0683,2025-06-23 05:30:41,product_view,Tablet,Instagram
E0910,C0164,2025-01-04 14:49:24,add_to_cart,Mobile,Google Search
E0911,C0710,14/06/2025 11:21 PM,product_view,Mobile,Google Search
E0912,C0133,2025-04-09 11:37:20,product_view,Mobile,Google Search
E0913,C0439,03/05/2025 03:35 PM,product_view,Desktop,Facebook
E0914,C0255,2025-01-07 01:22:32,purchase,Mobile,Instagram
E0915,C0772,2025-06-07 19:11:17,begin_checkout,Mobile,Facebook
E0916,C0271,2025-04-23 23:48:22,product_view,Mobile,Instagram
E0917,C0909,2025-04-23 09:52:23,product_view,nan,Facebook
E0918,C0920,2025-03-20 16:03:48,product_view,Mobile,Google Search
E0919,C0203,2025-05-30 08:43:58,add_to_cart,Mobile,Facebook
E0920,C0633,2025-04-25 13:46:06,product_view,Tablet,Instagram
E0921,C0091,2025-02-11 07:32:11,add_to_cart,Mobile,Google Search
E0922,C0404,,add_to_cart,nan,Facebook
E0923,C0736,2025.01.08 - 02:49,purchase,Tablet,Instagram
E0924,C0680,2025.04.18 - 02:36,product_view,Tablet,Direct
E0925,C0645,2025-02-20 14:33:36,begin_checkout,Mobile,Facebook
E0926,C0292,2025-04-16 12:45:02,begin_checkout,Desktop,Google Search
E0927,C0390,2025-06-23 14:16:35,product_view,Desktop,Google Search
E0928,C0107,2025-04-15 19:04:39,product_view,nan,Google Search
E0929,C0742,2025-04-02 16:09:49,product_view,Mobile,Google Search
E0930,C0520,2025.05.07 - 23:25,product_view,Desktop,Google Search
E0931,C0731,2025-05-31 12:40:51,product_view,Mobile,Facebook
E0932,C0257,2025-01-29 20:40:47,add_to_cart,Mobile,Google Search
E0933,C0335,2025-03-13 00:50:18,product_view,Mobile,Instagram
E0934,C0345,18/03/2025 05:10 AM,purchase,Desktop,Instagram
E0935,C0027,2025.02.13 - 08:41,product_view,Mobile,Instagram
E0936,C0352,2025-06-23 02:24:00,nan,Mobile,Instagram
E0937,C0829,30/05/2025 10:27 PM,product_view,nan,Facebook
E0938,C0926,2025-04-25 11:44:19,begin_checkout,Mobile,Direct
E0939,C0535,23/05/2025 09:05 AM,product_view,Desktop,Instagram
E0940,C0470,2025-06-16 10:40:28,product_view,Mobile,nan
E0941,C0032,2025-02-26 12:09:15,begin_checkout,Mobile,Google Search
E0942,C0907,2025.01.26 - 23:55,product_view,Desktop,Email Marketing
E0943,C0014,2025-04-01 05:39:51,add_to_cart,Tablet,Facebook
E0944,C0974,2025-04-08 07:24:11,add_to_cart,Mobile,Facebook
E0945,C0505,2025-04-10 02:41:32,product_view,Desktop,Instagram
E0946,C0353,2025-01-18 14:00:44,add_to_cart,Mobile,Instagram
E0947,C0953,2025-03-19 01:09:10,begin_checkout,Mobile,Instagram
E0948,C0026,2025-03-12 15:44:11,product_view,Mobile,Facebook
E0949,C0600,2025-04-08 12:16:08,add_to_cart,Mobile,Google Search
E0950,C0566,03/01/2025 01:21 AM,purchase,Mobile,Facebook
E0951,C0227,09/05/2025 04:18 PM,product_view,Mobile,Google Search
E0952,C0443,2025-02-16 09:15:54,product_view,Mobile,Direct
E0953,C0673,2025-06-14 15:52:54,add_to_cart,Mobile,Instagram
E0954,C0750,,product_view,Mobile,Instagram
E0955,C0001,2025-04-30 05:36:54,product_view,Mobile,Google Search
E0956,C0966,2025-05-13 20:25:27,product_view,Tablet,Google Search
E0957,C0170,02/02/2025 04:53 AM,add_to_cart,Desktop,Google Search
E0958,C0241,,product_view,Mobile,Facebook
E0959,C0272,2025-04-10 20:03:02,product_view,Tablet,Instagram
E0960,C0039,2025-01-28 06:10:29,begin_checkout,Desktop,Google Search
E0961,C0127,2025.03.28 - 15:32,product_view,Mobile,Direct
E0962,C9901,31/01/2025 10:01 PM,add_to_cart,Mobile,Instagram
E0963,C0325,2025-02-04 18:52:37,nan,Desktop,nan
E0964,C0119,2025-04-20 23:24:57,add_to_cart,Mobile,nan
E0965,C0111,2025-04-20 20:52:39,begin_checkout,Desktop,Instagram
E0966,C0742,2025.05.09 - 01:05,product_view,Desktop,Instagram
E0967,C0881,2025-06-19 08:43:26,begin_checkout,Desktop,Google Search
E0968,C0265,2025.01.29 - 09:20,product_view,nan,Facebook
E0969,C0022,2025-05-23 21:38:05,product_view,Mobile,Google Search
E0970,C0230,2025-05-23 03:23:17,product_view,Mobile,Facebook
E0971,C0059,2025-04-04 21:17:21,product_view,Desktop,Facebook
E0972,C0107,2025-03-11 16:06:30,begin_checkout,Mobile,Instagram
E0973,C0445,2025-01-08 20:22:12,product_view,Desktop,Direct
E0974,C0238,2025-02-12 11:46:15,add_to_cart,nan,Facebook
E0975,C0532,2025.05.28 - 20:43,add_to_cart,Desktop,Google Search
E0976,C0262,2025-04-05 16:34:37,add_to_cart,Desktop,Direct
E0977,C0970,2025-02-15 00:01:58,product_view,Mobile,Facebook
E0978,C0934,2025-01-13 04:57:15,add_to_cart,Mobile,Instagram
E0979,C0585,2025-02-21 07:59:36,product_view,Mobile,Google Search
E0980,C0366,2025-03-13 17:41:33,product_view,Desktop,Google Search
E0981,C0393,2025.02.15 - 10:36,nan,Desktop,Instagram
E0982,C0425,2025.01.09 - 07:30,product_view,Desktop,nan
E0983,C0751,2025.05.10 - 19:50,product_view,Mobile,Instagram
E0984,C0466,2025-02-10 03:38:13,purchase,Mobile,Facebook
E0985,C0884,2025-04-11 13:31:12,product_view,Desktop,Google Search
E0986,C0974,2025-06-26 06:18:36,add_to_cart,Mobile,Instagram
E0987,C0347,2025-06-03 16:28:23,product_view,Mobile,Email Marketing
E0988,C0579,2025-03-12 03:33:12,product_view,Desktop,Direct
E0989,C0098,2025-03-17 08:38:41,product_view,Desktop,Google Search
E0990,C0207,2025-04-02 04:50:25,product_view,Mobile,Instagram
E0991,C0427,2025-06-28 05:43:59,product_view,Tablet,Instagram
E0992,C0213,2025-03-30 06:47:31,begin_checkout,Mobile,Google Search
E0993,C0904,2025-06-21 04:19:48,add_to_cart,nan,Instagram
E0994,C0164,2025-01-10 00:24:51,purchase,Mobile,Google Search
E0995,C0470,2025-01-08 17:58:09,product_view,Mobile,nan
E0996,C0625,,add_to_cart,Tablet,Google Search
E0997,C0714,2025-03-04 22:16:51,add_to_cart,Mobile,Direct
E0998,C0395,2025-01-21 01:03:48,purchase,Desktop,Facebook
E0999,C0896,2025-05-17 15:38:55,product_view,Desktop,Google Search
E1000,C0586,2025-04-12 05:46:25,add_to_cart,Desktop,Direct
E0051,C0929,11/05/2025 10:02 AM,add_to_cart,Desktop,Instagram
E0052,C0959,2025-01-18 06:46:59,begin_checkout,nan,Direct
E0053,C0396,26/06/2025 02:22 AM,product_view,Mobile,Facebook
E0054,C0507,2025.01.22 - 10:38,add_to_cart,Mobile,Facebook
E0055,C0924,2025-06-12 04:27:50,begin_checkout,Mobile,Instagram
E0056,C0832,2025-04-22 11:44:44,add_to_cart,Mobile,Facebook
E0057,C0004,2025-05-10 21:52:05,add_to_cart,Mobile,Facebook
E0058,C0330,2025-04-06 22:41:30,product_view,Mobile,Direct
E0059,C0435,2025-01-29 23:03:49,purchase,Tablet,Instagram
E0060,C0237,2025-01-18 11:48:56,add_to_cart,Mobile,Instagram
E0061,C0206,2025-06-01 08:51:19,product_view,Tablet,Google Search
E0062,C0039,2025-04-10 08:43:11,product_view,Desktop,Instagram
E0063,C0664,15/01/2025 01:45 PM,begin_checkout,Desktop,Google Search
E0064,C0271,2025-05-21 12:03:03,product_view,Desktop,Email Marketing
E0065,C0054,2025-05-21 12:06:35,nan,Desktop,Google Search
E0066,C0239,2025-01-20 16:02:52,product_view,Desktop,Direct
E0067,C0827,2025-06-25 16:34:39,begin_checkout,Desktop,Instagram
E0068,C0878,2025.02.19 - 16:32,product_view,Mobile,Instagram
E0069,C0499,2025-05-06 02:49:37,add_to_cart,nan,Instagram
E0070,C0429,2025-02-14 21:17:06,purchase,Desktop,Instagram
E0071,C8888,2025-03-30 16:36:54,product_view,Desktop,Email Marketing
E0072,C0207,2025-02-27 11:33:48,add_to_cart,Desktop,Instagram
E0073,C0223,2025-02-21 06:54:42,product_view,Mobile,Google Search
E0074,C0301,2025-04-01 03:41:21,product_view,Mobile,Google Search
E0075,C0179,2025.01.10 - 17:23,product_view,Mobile,Email Marketing
E0076,C0392,2025-01-20 09:08:35,add_to_cart,Mobile,Instagram
E0077,C0940,07/06/2025 09:41 PM,product_view,Desktop,Instagram
E0078,C0635,2025-02-03 22:10:09,product_view,Mobile,Instagram
E0079,C0425,2025-06-19 17:47:23,product_view,Mobile,Google Search
E0080,C0964,2025.01.08 - 15:49,add_to_cart,Mobile,Instagram
E0081,C0050,2025-06-15 11:46:00,add_to_cart,Mobile,Direct
E0082,C0217,26/02/2025 10:08 AM,product_view,Desktop,Google Search
E0083,C0584,2025-03-11 22:43:19,product_view,Desktop,Facebook
E0084,C0635,05/06/2025 03:42 PM,purchase,Mobile,Google Search
E0085,C0041,2025-05-12 09:57:38,product_view,Desktop,Instagram
E0086,C0416,2025-03-02 17:19:14,begin_checkout,Desktop,Google Search
E0087,C0670,2025.03.24 - 17:16,purchase,Mobile,nan
E0088,C0720,2025-05-24 09:50:48,begin_checkout,Mobile,Direct
E0089,C0658,2025-01-23 12:08:17,product_view,nan,Email Marketing
E0090,C0331,2025.01.19 - 10:43,begin_checkout,Mobile,Direct
E0091,C0097,2025-06-15 07:05:36,begin_checkout,Mobile,Instagram
E0092,C0441,2025-05-28 05:29:12,add_to_cart,Mobile,Instagram
E0093,C0133,2025-06-22 21:03:41,product_view,Desktop,Instagram
E0094,C0977,09/01/2025 09:51 PM,product_view,Desktop,Instagram
E0095,C0490,2025-01-02 21:04:34,product_view,Desktop,Instagram
E0096,C0328,2025-06-15 10:36:06,add_to_cart,Mobile,Google Search
E0097,C0791,2025.01.27 - 20:57,add_to_cart,Tablet,Facebook
E0098,C0514,2025-05-09 19:27:30,product_view,Mobile,Direct
E0099,C0320,06/05/2025 04:09 PM,product_view,Mobile,Facebook
E0100,C0838,2025-02-03 02:38:41,product_view,Mobile,Email Marketing
